life,LMP,Temperature,Stress,C,Si,Mn,P,S,Cr,Mo,W,Ni,Cu,V,Nb,N,Al,O,N_T,N_Time,CR_N,T_T,T_Time
7560,29234.37797,723,373,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
38022,29741.57198,723,333,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
17,29209.15885,773,373,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
96,29790.3175,773,333,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
546,30373.87175,773,294,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
1795,30773.41366,773,265,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
11243,31389.35378,773,216,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
20093,31584.27545,773,196,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
28800,31705.13223,773,177,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
47408,31872.45515,773,157,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
77155,32035.95426,773,137,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
35,31356.60496,823,265,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
266,32081.51455,823,216,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
1230,32628.82886,823,177,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
5282,33149.70004,823,137,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
12658,33462.08343,823,108,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
17291,33573.56291,823,98,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
22903,33674.02838,823,88,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
38118,33856.10704,823,78,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
267,34031.99641,873,137,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
1027,34542.75308,873,98,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
1861,34768.14067,873,78,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
2583,34892.43669,873,69,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
4070,35064.828,873,61,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
5965,35209.76,873,53,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
15943,35582.49573,873,41,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
120,35660.5515,923,78,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
471,36208.66551,923,53,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
1583,36694.58809,923,37,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
4987,37154.57295,923,26,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.01,1173,1.2,3,905,1.25
794,30499.58308,773,294,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
1567,30727.81017,773,265,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
6057,31181.70694,773,216,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
17829,31544.14299,773,177,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
31692,31737.25591,773,157,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
70343,32004.92358,773,137,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
147,31869.53912,823,216,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
418,32243.06504,823,177,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
1776,32760.12852,823,137,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
11819,33437.5709,823,108,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
28765,33755.48234,823,98,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
24555,33698.92213,823,98,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
55447,33990.0486,823,88,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
81,33579.7595,873,137,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
1051,34551.51125,873,98,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
4049,35062.86669,873,78,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
7864,35314.54886,873,69,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
20593,35679.52931,873,53,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
41893,35948.78158,873,41,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
174,35809.49416,923,78,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
1641,36709.01243,923,49,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
4264,37091.78848,923,37,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
9216,37400.7399,923,26,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.01,1193,1,1,913,1.5
206,30046.64119,773,294,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
490,30337.5434,773,265,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
1799,30774.16092,773,216,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
8626,31300.40254,773,177,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
17310,31534.22547,773,157,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
48447,31879.73314,773,137,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
31,31313.22763,823,216,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
163,31906.46736,823,177,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
1349,32661.83679,823,137,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
8999,33340.13883,823,108,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
25329,33710.01461,823,98,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
55751,33992.0029,823,88,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
45,33356.90661,873,137,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
965,34519.14443,873,98,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
4213,35077.92043,873,78,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
8081,35324.86912,873,69,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
23563,35730.60938,873,53,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
36933,35901.00502,873,41,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
198,35861.28918,923,78,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
1818,36750.07236,923,49,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
4557,37118.42795,923,37,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
9061,37393.94078,923,26,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.01,1193,1,1,913,1.5
752,30481.33822,773,294,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
2030,30814.71627,773,265,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
6363,31198.2525,773,216,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
6561,31208.53967,773,216,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
18784,31561.66002,773,177,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
31825,31738.66182,773,157,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
72350,32014.36782,773,137,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
134,31836.44421,823,216,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
388,32216.44547,823,177,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
1704,32745.33643,823,137,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
4048,33054.59589,823,123,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
10546,33396.83819,823,108,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
26581,33727.25915,823,98,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
55473,33990.21616,823,88,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
82751,34133.16434,823,83,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
64,33490.4472,873,137,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
867,34478.54276,873,98,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
3798,35038.60356,873,78,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
7958,35319.05392,873,69,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
8213,35331.01217,873,69,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
22343,35710.4526,873,53,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
34683,35877.17392,873,41,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
157,35768.28259,923,78,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
1812,36748.74722,923,49,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
4213,37086.96512,923,37,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
8777,37381.17566,923,26,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.01,1193,1,1,913,1.5
35,29451.58643,773,294,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
530,30363.88708,773,216,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
2807,30923.51322,773,177,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
8475,31294.47383,773,157,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
36882,31788.16941,773,137,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
114463,32168.36997,773,127,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
97,31720.9501,823,177,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
1380,32669.95745,823,137,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
16973,33566.9283,823,108,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
41264,33884.45216,823,98,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
86595,34149.39355,823,88,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
60,33465.97812,873,137,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
2140,34821.10331,873,98,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
6186,35223.55294,873,78,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
10037,35407.05231,873,69,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
10944,35439.8528,873,69,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
20194,35672.1112,873,53,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
41406,35944.34832,873,41,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
327,36062.39478,923,78,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
2146,36816.56144,923,49,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
3998,37065.9681,923,37,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
8085,37348.25587,923,26,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.01,1203,0.3,1,893,2.2
35,29642.08828,778,294,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
467,30517.53188,778,216,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
2855,31129.2649,778,177,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
9686,31542.02374,778,157,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
41220,32031.35736,778,137,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
118313,32387.6226,778,127,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
101,31735.39345,823,177,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
1164,32609.11626,823,137,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
18960,33606.49791,823,108,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
34137,33816.68142,823,98,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
71901,34082.92981,823,88,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
56,33439.82023,873,137,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
1808,34757.18631,873,98,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
5429,35174.0625,873,78,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
9310,35378.54515,873,69,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
18299,35634.75117,873,53,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
35067,35881.34857,873,41,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
312,36043.5719,923,78,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
2000,36788.31789,923,49,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
3310,36990.26845,923,37,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
8340,37360.70347,923,26,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.01,1203,0.3,1,893,2.2
76,29711.89074,773,294,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
877,30532.96052,773,216,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
926,30551.21213,773,216,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
3553,31002.63193,773,177,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
4027,31044.67263,773,177,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
9445,31330.85295,773,157,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
9478,31332.02385,773,157,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
27329,31687.53198,773,137,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
29437,31712.47655,773,137,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
59481,31948.61623,773,127,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
63537,31970.76148,773,127,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
2183,28844.34256,723,333,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
7835,29245.59691,723,294,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
253,29141.64842,748,333,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
922,29561.733,748,294,0.1,0.23,0.43,0.011,0.009,2.46,0.94,0.01,0.043,0.07,0.01,0.005,0.008,0.005,0.01,1203,0.3,1,893,2.2
